"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []"
4.432,0.985581340046738,-0.120794030697803
4.433,0.985578732949446,-0.120819371436902
4.434,0.985576124049157,-0.120844699214155
4.435,0.985573513367702,-0.120870013937111
4.436,0.98557090092879,-0.12089531553462
4.437,0.985568286765136,-0.12092060393275
4.438,0.985565670770189,-0.1209458798364
4.439,0.985563053091323,-0.12097114239467
4.44,0.985560433633025,-0.120996392301771
4.441,0.985557812466414,-0.12102162924911
4.442,0.985555189593881,-0.121046853185014
4.443,0.985552564996736,-0.121072064402056
4.444,0.985549938714837,-0.121097262614079
4.445,0.985547310682152,-0.121122448440096
4.446,0.985544681007963,-0.121147621193815
4.447,0.985542049612271,-0.121172781464137
4.448,0.985539416568216,-0.121197928849375
4.449,0.985536781838502,-0.121223063686001
4.45,0.985534145490049,-0.121248185589147
4.451,0.985531507451006,-0.121273295139572
4.452,0.985528867802979,-0.121298391824525
4.453,0.9855262264855,-0.121323476173731
4.454,0.985523583534271,-0.12134854799561
4.455,0.9855209389714,-0.121373607212591
4.456,0.985518292813506,-0.121398653752789
4.457,0.985515645019767,-0.121423687997515
4.458,0.985512995633887,-0.1214487097632
4.459,0.985510344648119,-0.121473719140443
4.46,0.985507692090065,-0.121498715985522
4.461,0.985505037944293,-0.121523700497732
4.462,0.985502382218134,-0.121548672718944
4.463,0.985499724918979,-0.121573632618284
4.464,0.98549706605969,-0.12159858020414
4.465,0.985494405625163,-0.121623515639208
4.466,0.985491743662855,-0.121648438681336
4.467,0.985489080155283,-0.121673349531173
4.468,0.985486415116941,-0.121698248086846
4.469,0.98548374852062,-0.121723134696966
4.47,0.985481080436916,-0.12174800886234
4.471,0.985478410792147,-0.12177287123142
4.472,0.985475739626699,-0.121797721528796
4.473,0.985473066986852,-0.121822559513376
4.474,0.985470392825726,-0.121847385538355
4.475,0.985467717146398,-0.121872199755622
4.476,0.985465039988945,-0.121897001835538
4.477,0.985462361380005,-0.121921791675462
4.478,0.985459681222989,-0.121946570105188
4.479,0.985456999606701,-0.121971336422288
4.48,0.985454316520977,-0.121996090886434
4.481,0.985451632000788,-0.122020833222304
4.482,0.985448945988895,-0.122045563915037
4.483,0.985446258494603,-0.122070283031928
4.484,0.985443569553358,-0.122094990251103
4.485,0.985440879197837,-0.122119685524387
4.486,0.985438187336183,-0.122144369444401
4.487,0.985435494089653,-0.122169041273147
4.488,0.985432799362586,-0.122193701727359
4.489,0.98543010322251,-0.1222183504117
4.49,0.985427405655618,-0.122242987440718
4.491,0.985424706648017,-0.122267613025013
4.492,0.985422006244724,-0.122292226854099
4.493,0.985419304415528,-0.122316829173532
4.494,0.985416601160725,-0.122341420075618
4.495,0.985413896488584,-0.122365999495477
4.496,0.985411190420189,-0.122390567416459
4.497,0.985408482940226,-0.122415123963394
4.498,0.985405774070157,-0.122439669028606
4.499,0.985403063794491,-0.122464202751346
4.5,0.985400352127053,-0.122488725120154
4.501,0.985397639079008,-0.122513236091212
4.502,0.985394924646036,-0.122537735734615
4.503,0.985392208800236,-0.12256222426912
4.504,0.985389491567472,-0.122586701612497
4.505,0.985386773017889,-0.122611167296195
4.506,0.985384053018733,-0.122635622246796
4.507,0.985381331689724,-0.12266006576811
4.508,0.985378608956194,-0.122684498350515
4.509,0.985375884885146,-0.122708919626165
4.51,0.985373159436548,-0.122733329814264
4.511,0.985370432600192,-0.122757729107493
4.512,0.985367704422863,-0.122782117235928
4.513,0.985364974877123,-0.122806494385955
4.514,0.985362243969884,-0.122830860545433
4.515,0.985359511726992,-0.122855215613655
4.516,0.98535677809885,-0.122879559943891
4.517,0.985354043152019,-0.122903893117475
4.518,0.985351306803696,-0.122928215743122
4.519,0.985348569144957,-0.12295252726629
4.52,0.985345830119291,-0.122976828045635
4.521,0.985343089758461,-0.123001117945678
4.522,0.985340348037558,-0.123025397139231
4.523,0.985337604992092,-0.123049665453662
4.524,0.985334860585155,-0.123073923151265
4.525,0.985332114842462,-0.123098170114139
4.526,0.985329367742169,-0.123122406464513
4.527,0.985326619340782,-0.123146631883193
4.528,0.98532386954825,-0.123170847120884
4.529,0.985321118439901,-0.123195051477621
4.53,0.985318365985477,-0.123219245340219
4.531,0.985315612193246,-0.123243428651607
4.532,0.985312857065601,-0.123267601419221
4.533,0.985310100602165,-0.123291763673909
4.534,0.985307342786637,-0.123315915545676
4.535,0.985304583648428,-0.123340056883744
4.536,0.98530182320149,-0.123364187603991
4.537,0.98529906136158,-0.123388308283037
4.538,0.98529629821082,-0.123412418445865
4.539,0.985293533718609,-0.12343651827629
4.54,0.985290767921526,-0.123460607570594
4.541,0.985288000720845,-0.123484687004942
4.542,0.985285232214306,-0.123508755968756
4.543,0.98528246238027,-0.123532814610007
4.544,0.985279691189148,-0.123556863160641
4.545,0.985276918680398,-0.123580901346472
4.546,0.985274144804231,-0.123604929536051
4.547,0.985271369615768,-0.123628947416767
4.548,0.985268593053366,-0.123652955425284
4.549,0.985265815172082,-0.123676953143864
4.55,0.985263035957518,-0.123700940674713
4.551,0.985260255380386,-0.123724918363141
4.552,0.985257473434139,-0.123748886172452
4.553,0.985254690151899,-0.123772843912588
4.554,0.985251905544849,-0.123796791516138
4.555,0.9852491195769,-0.123820729280499
4.556,0.985246332241735,-0.123844657184566
4.557,0.985243543578553,-0.12386857509399
4.558,0.985240753552598,-0.123892483157118
4.559,0.985237962170553,-0.123916381371126
4.56,0.985235169432878,-0.123940269781468
4.561,0.985232375319917,-0.123964148510304
4.562,0.985229579883962,-0.123988017178555
4.563,0.985226783035018,-0.124011876469334
4.564,0.985223984857433,-0.124035725794947
4.565,0.985221185312192,-0.124059565447299
4.566,0.985218384362141,-0.124083395612282
4.567,0.985215582068858,-0.124107215996931
4.568,0.985212778408513,-0.124131026686176
4.569,0.98520997332435,-0.124154828158603
4.57,0.985207166920914,-0.124178619610676
4.571,0.985204359098986,-0.124202401782612
4.572,0.985201549900272,-0.124226174403614
4.573,0.985198739352646,-0.124249937266983
4.574,0.985195927377979,-0.124273690928293
4.575,0.985193114010579,-0.124297435126117
4.576,0.985190299257395,-0.124321169845496
4.577,0.985187483117295,-0.124344895125483
4.578,0.985184665581268,-0.124368610970998
4.579,0.985181846621852,-0.124392317597882
4.58,0.985179026261121,-0.124416014880858
4.581,0.985176204500168,-0.124439702817636
4.582,0.98517338131273,-0.124463381552243
4.583,0.985170556728147,-0.124487050929645
4.584,0.985167730714899,-0.124510711131509
4.585,0.985164903279692,-0.124534362108579
4.586,0.985162074421681,-0.12455800390034
4.587,0.985159244133157,-0.124581636533976
4.588,0.985156412412687,-0.124605259989141
4.589,0.985153579258048,-0.124628874410466
4.59,0.985150744661459,-0.12465247969338
4.591,0.985147908625312,-0.124676075896734
4.592,0.985145071148208,-0.124699663011797
4.593,0.985142232209606,-0.124723241204751
4.594,0.98513939182293,-0.124746810351813
4.595,0.985136549976773,-0.124770370528629
4.596,0.985133706679536,-0.124793921678965
4.597,0.985130861903407,-0.12481746400309
4.598,0.985128015663127,-0.124840997352786
4.599,0.985125167946234,-0.124864521858209
4.6,0.985122318770414,-0.124888037342414
4.601,0.985119468077921,-0.124911544279736
4.602,0.985116615914735,-0.124935042266516
4.603,0.9851137622571,-0.124958531474009
4.604,0.985110907116006,-0.124982011852894
4.605,0.98510805045786,-0.125005483603974
4.606,0.985105192292043,-0.125028946625012
4.607,0.985102332630002,-0.125052400877218
4.608,0.985099471451101,-0.125075846525999
4.609,0.985096608760326,-0.125099283419109
4.61,0.985093744548723,-0.125122711699734
4.611,0.985090878820161,-0.125146131281856
4.612,0.985088011529351,-0.125169542525813
4.613,0.985085142734715,-0.125192944971192
4.614,0.985082272411144,-0.125216338734888
4.615,0.985079400536125,-0.125239724033306
4.616,0.98507652704407,-0.125263101371067
4.617,0.985073652060357,-0.125286469731928
4.618,0.985070775491816,-0.1253098297915
4.619,0.985067897355123,-0.125333181459437
4.62,0.985065017650888,-0.125356524711153
4.621,0.985062136383988,-0.12537985946155
4.622,0.985059253525945,-0.125403185921543
4.623,0.985056369075823,-0.125426504051823
4.624,0.985053483046901,-0.125449813809591
4.625,0.985050595423906,-0.125473115250434
4.626,0.985047706195081,-0.12549640842953
4.627,0.985044815359507,-0.125519693384077
4.628,0.985041922909413,-0.125542970088127
4.629,0.985039028866492,-0.125566238393057
4.63,0.985036133164022,-0.125589498769811
4.631,0.985033235856546,-0.125612750854259
4.632,0.985030336899772,-0.125635994864097
4.633,0.985027436346901,-0.125659230464301
4.634,0.985024534107529,-0.125682458212817
4.635,0.985021630223188,-0.12570567786061
