Freq(GHz),S11 Log Mag(dB)
4.117,-9.9979019
4.118,-10.001863
4.119,-9.944768
4.12,-9.9492064
4.121,-9.8784313
4.122,-9.9070063
4.123,-9.8990726
4.124,-9.868681
4.125,-9.8924084
4.126,-9.8532352
4.127,-9.8600655
4.128,-9.8201609
4.129,-9.8069
4.13,-9.77598
4.131,-9.7354069
4.132,-9.7179165
4.133,-9.6927128
4.134,-9.6634846
4.135,-9.63764
4.136,-9.6382704
4.137,-9.6063709
4.138,-9.5287151
4.139,-9.5228643
4.14,-9.4828205
4.141,-9.4448643
4.142,-9.430172
4.143,-9.3949261
4.144,-9.3539047
4.145,-9.3489008
4.146,-9.2987185
4.147,-9.3036547
4.148,-9.2618494
4.149,-9.2267723
4.15,-9.1863537
4.151,-9.1440001
4.152,-9.1195993
4.153,-9.0909414
4.154,-9.029088
4.155,-9.0077839
4.156,-8.9740181
4.157,-8.9429665
4.158,-8.9162769
4.159,-8.9211988
4.16,-8.8817844
4.161,-8.8228331
4.162,-8.776865
4.163,-8.7700748
4.164,-8.7507496
4.165,-8.7115564
4.166,-8.6948776
4.167,-8.6517925
4.168,-8.6028337
4.169,-8.5670385
4.17,-8.5127163
4.171,-8.4913378
4.172,-8.4609404
4.173,-8.4406729
4.174,-8.4149208
4.175,-8.3846436
4.176,-8.3538647
4.177,-8.3396721
4.178,-8.2861614
4.179,-8.3000822
4.18,-8.2671299
4.181,-8.2634449
4.182,-8.2212381
4.183,-8.2138996
4.184,-8.1767912
4.185,-8.1626091
4.186,-8.1615896
4.187,-8.121871
4.188,-8.1117964
4.189,-8.0949039
4.19,-8.0673409
4.191,-8.0454445
4.192,-7.9910417
4.193,-7.9538012
4.194,-7.9309125
4.195,-7.8810253
4.196,-7.8610382
4.197,-7.8277569
4.198,-7.8229938
4.199,-7.819181
4.2,-7.7731228
4.201,-7.7570677
4.202,-7.751267
4.203,-7.7440782
4.204,-7.7318449
4.205,-7.720418
4.206,-7.7062039
4.207,-7.6803303
4.208,-7.6959791
4.209,-7.649323
4.21,-7.6424422
4.211,-7.6101127
4.212,-7.6018209
4.213,-7.6172848
4.214,-7.6199245
4.215,-7.6082692
4.216,-7.5827622
4.217,-7.5690479
4.218,-7.5616183
4.219,-7.5518017
4.22,-7.5300908
4.221,-7.5129213
4.222,-7.5043592
4.223,-7.4883375
4.224,-7.4894519
4.225,-7.4467683
4.226,-7.4572563
4.227,-7.458631
4.228,-7.4447742
4.229,-7.4414558
4.23,-7.4247179
4.231,-7.4289823
4.232,-7.4325609
4.233,-7.4172559
4.234,-7.4223347
4.235,-7.41434
4.236,-7.4028926
4.237,-7.4042788
4.238,-7.3980665
4.239,-7.4095106
4.24,-7.3863578
4.241,-7.3687921
4.242,-7.3576274
4.243,-7.3617272
4.244,-7.3223462
4.245,-7.3296518
4.246,-7.3105378
4.247,-7.3018131
4.248,-7.2994266
4.249,-7.2822289
4.25,-7.2842231
4.251,-7.2908545
4.252,-7.2982197
4.253,-7.2855062
4.254,-7.3097892
4.255,-7.302484
4.256,-7.2863512
4.257,-7.2909493
4.258,-7.3174939
4.259,-7.2850609
4.26,-7.2894568
4.261,-7.332417
4.262,-7.3001533
4.263,-7.3237429
4.264,-7.2892494
4.265,-7.3316679
4.266,-7.3227849
4.267,-7.3411708
4.268,-7.3215709
4.269,-7.3488088
4.27,-7.336122
4.271,-7.32792
4.272,-7.3334322
4.273,-7.3252792
4.274,-7.3184228
4.275,-7.3068557
4.276,-7.3173113
4.277,-7.32516
4.278,-7.3230696
4.279,-7.2808824
4.28,-7.2810669
4.281,-7.2532148
4.282,-7.2558398
4.283,-7.2218337
4.284,-7.238214
4.285,-7.1975684
4.286,-7.1931376
4.287,-7.2247095
4.288,-7.1904941
4.289,-7.1632714
4.29,-7.1492481
4.291,-7.1470284
4.292,-7.1098542
4.293,-7.1115165
4.294,-7.0763268
4.295,-7.0930057
4.296,-7.092452
4.297,-7.0696831
4.298,-7.0568981
4.299,-7.0408382
4.3,-7.0359249
4.301,-7.0517197
4.302,-7.0142536
4.303,-7.0108199
4.304,-7.0353775
4.305,-6.9971967
4.306,-7.0039663
4.307,-6.9867363
4.308,-7.0044484
4.309,-6.9645429
4.31,-6.9551325
4.311,-6.9465213
4.312,-6.9137158
4.313,-6.912231
4.314,-6.8763762
4.315,-6.8945756
4.316,-6.8856354
4.317,-6.8662176
4.318,-6.8506718
4.319,-6.8836803
4.32,-6.8494139
4.321,-6.8606267
4.322,-6.859571
4.323,-6.8301044
4.324,-6.8432808
4.325,-6.815598
4.326,-6.8373752
4.327,-6.8270278
4.328,-6.8392034
4.329,-6.7801294
4.33,-6.8306756
4.331,-6.7642837
4.332,-6.7797809
4.333,-6.7575884
4.334,-6.7329206
4.335,-6.7049375
4.336,-6.6802778
4.337,-6.6760292
4.338,-6.6081443
4.339,-6.600605
4.34,-6.6066284
4.341,-6.5795565
4.342,-6.5765753
4.343,-6.531755
4.344,-6.5247259
4.345,-6.5143657
4.346,-6.4956856
4.347,-6.4672389
4.348,-6.4501185
4.349,-6.4145217
4.35,-6.4159317
4.351,-6.3864865
4.352,-6.3455453
4.353,-6.3311372
4.354,-6.3119144
4.355,-6.2952795
4.356,-6.2573276
4.357,-6.2593756
4.358,-6.2538452
4.359,-6.2153111
4.36,-6.2064414
4.361,-6.1737971
4.362,-6.1458983
4.363,-6.1686335
4.364,-6.1488595
4.365,-6.126286
4.366,-6.1081753
4.367,-6.1554761
4.368,-6.1390285
4.369,-6.1168256
4.37,-6.1209807
4.371,-6.1259561
4.372,-6.1179695
4.373,-6.120605
4.374,-6.1151729
4.375,-6.1241341
4.376,-6.1580591
4.377,-6.1190314
4.378,-6.1418738
4.379,-6.1520429
4.38,-6.1626606
4.381,-6.1480689
4.382,-6.1363826
4.383,-6.1140618
4.384,-6.1170216
4.385,-6.11485
4.386,-6.1333718
4.387,-6.1038823
4.388,-6.121017
4.389,-6.1393766
4.39,-6.1222639
4.391,-6.1436086
4.392,-6.1054807
4.393,-6.1007137
4.394,-6.0848413
4.395,-6.0910869
4.396,-6.1088767
4.397,-6.0851965
4.398,-6.0835896
4.399,-6.0965672
4.4,-6.079968
4.401,-6.0849714
4.402,-6.0763903
4.403,-6.0769362
4.404,-6.0878248
4.405,-6.0798502
4.406,-6.0641651
4.407,-6.0965991
4.408,-6.0872011
4.409,-6.0965424
4.41,-6.1091475
4.411,-6.0697813
4.412,-6.112535
4.413,-6.0913391
4.414,-6.1125035
4.415,-6.1063757
4.416,-6.1097946
4.417,-6.1127801
4.418,-6.1042204
4.419,-6.1322637
4.42,-6.1146288
4.421,-6.1190729
4.422,-6.1160288
4.423,-6.1337981
4.424,-6.119298
4.425,-6.1209507
4.426,-6.1227498
4.427,-6.1106811
4.428,-6.1340547
4.429,-6.1330137
4.43,-6.1587334
4.431,-6.1532016
4.432,-6.1636438
4.433,-6.1452303
4.434,-6.1621504
4.435,-6.1829333
4.436,-6.1600685
4.437,-6.147769
4.438,-6.1584897
4.439,-6.1684184
4.44,-6.1555262
4.441,-6.1505213
4.442,-6.1530046
4.443,-6.1705823
4.444,-6.1824999
4.445,-6.2033753
4.446,-6.1854224
4.447,-6.2066312
4.448,-6.2070322
4.449,-6.2173915
4.45,-6.2358551
4.451,-6.2160048
4.452,-6.2594848
4.453,-6.2605762
4.454,-6.2405138
4.455,-6.2574577
4.456,-6.2249527
4.457,-6.2511892
4.458,-6.2407298
4.459,-6.2642908
4.46,-6.2425232
4.461,-6.2526345
4.462,-6.2272153
4.463,-6.2018051
4.464,-6.2345858
4.465,-6.2492476
4.466,-6.2154956
4.467,-6.1996818
4.468,-6.217093
4.469,-6.2003837
4.47,-6.2049985
4.471,-6.2019525
4.472,-6.2095671
4.473,-6.2108464
4.474,-6.1756058
4.475,-6.1883078
4.476,-6.2086496
4.477,-6.1939073
4.478,-6.1844611
4.479,-6.1750426
4.48,-6.1994152
4.481,-6.2092366
4.482,-6.1871991
4.483,-6.2069569
4.484,-6.2034526
4.485,-6.204289
4.486,-6.2063551
4.487,-6.2214842
4.488,-6.1985178
4.489,-6.2167277
4.49,-6.2105761
4.491,-6.1824846
4.492,-6.1815791
4.493,-6.1621804
4.494,-6.1958675
4.495,-6.1884179
4.496,-6.2335138
4.497,-6.234899
4.498,-6.212153
4.499,-6.2330651
4.5,-6.2253485
