!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, February 24, 2016 17:07:17
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 SWR(U)
2459000000,1.6023982
2460000000,1.6052999
2461000000,1.6162425
2462000000,1.6225548
2463000000,1.6343672
2464000000,1.6421946
2465000000,1.6578927
2466000000,1.6823372
2467000000,1.698319
2468000000,1.7232316
2469000000,1.7427237
2470000000,1.7685667
2471000000,1.7913648
2472000000,1.8179666
2473000000,1.8416437
2474000000,1.867066
2475000000,1.8910226
2476000000,1.9217478
2477000000,1.9527493
2478000000,1.9761328
2479000000,2.0060029
2480000000,2.0367529
2481000000,2.0800807
2482000000,2.1047421
2483000000,2.1428807
2484000000,2.1729648
2485000000,2.2072794
2486000000,2.2415807
2487000000,2.2686851
2488000000,2.2975285
2489000000,2.34899
2490000000,2.3783813
2491000000,2.41418
2492000000,2.4417574
2493000000,2.4769599
2494000000,2.5301125
2495000000,2.5616164
2496000000,2.6084681
2497000000,2.6380234
2498000000,2.6853809
2499000000,2.7217388
2500000000,2.7667849
2501000000,2.8110666
2502000000,2.8508737
2503000000,2.8991218
2504000000,2.923439
2505000000,2.9671435
2506000000,2.9997094
2507000000,3.0367179
2508000000,3.0841999
2509000000,3.1060321
2510000000,3.1416557
2511000000,3.1809793
2512000000,3.2316689
2513000000,3.2591157
2514000000,3.2840655
2515000000,3.326061
2516000000,3.3618171
2517000000,3.3653851
2518000000,3.4319391
2519000000,3.4450104
2520000000,3.4959879
2521000000,3.4886603
2522000000,3.5320687
2523000000,3.581852
2524000000,3.6046457
2525000000,3.6273618
2526000000,3.6545465
2527000000,3.6875384
2528000000,3.7447751
2529000000,3.7810242
2530000000,3.8058326
2531000000,3.8512182
2532000000,3.8958106
2533000000,3.9379239
2534000000,3.9627585
2535000000,4.0021067
2536000000,4.0309329
2537000000,4.108367
2538000000,4.1259112
2539000000,4.1743474
2540000000,4.2432089
2541000000,4.2738647
2542000000,4.2961168
2543000000,4.3749847
2544000000,4.4085646
2545000000,4.438942
2546000000,4.4836307
2547000000,4.5037084
2548000000,4.574635
2549000000,4.6438937
2550000000,4.6859889
2551000000,4.7536488
2552000000,4.783021
2553000000,4.8492827
2554000000,4.9107885
2555000000,4.9753056
2556000000,5.0341916
2557000000,5.0759497
2558000000,5.1485729
2559000000,5.1905375
2560000000,5.2950459
2561000000,5.3382068
2562000000,5.3904862
2563000000,5.481667
2564000000,5.5339761
2565000000,5.586854
2566000000,5.6552725
2567000000,5.7266741
2568000000,5.8210483
2569000000,5.875937
2570000000,5.9257555
2571000000,6.0436897
2572000000,6.1249728
2573000000,6.2132907
2574000000,6.3180428
2575000000,6.4320855
2576000000,6.4957857
2577000000,6.6363912
2578000000,6.6663585
2579000000,6.8088226
2580000000,6.8958845
2581000000,6.9544053
2582000000,7.1314311
2583000000,7.180409
2584000000,7.3007593
2585000000,7.2920494
2586000000,7.4791265
2587000000,7.5760341
2588000000,7.6372733
2589000000,7.7561607
2590000000,7.7656698
2591000000,7.9229107
2592000000,7.9865813
2593000000,8.1004171
2594000000,8.1897564
2595000000,8.2238503
2596000000,8.3280191
2597000000,8.4044638
2598000000,8.5588541
2599000000,8.545929
2600000000,8.5883198
2601000000,8.7294197
2602000000,8.8485508
2603000000,8.7929506
2604000000,8.9006062
2605000000,9.0810823
2606000000,9.0820761
2607000000,9.1187639
2608000000,9.2371378
2609000000,9.1709185
2610000000,9.3554068
2611000000,9.2838907
2612000000,9.4452772
2613000000,9.4638424
2614000000,9.5486641
2615000000,9.4586821
2616000000,9.5131865
2617000000,9.644949
2618000000,9.5548935
2619000000,9.5490704
2620000000,9.5798626
2621000000,9.6609478
2622000000,9.7680817
2623000000,9.6260567
2624000000,9.6677885
2625000000,9.6227827
2626000000,9.7532463
2627000000,9.6480637
2628000000,9.6191292
2629000000,9.5947304
2630000000,9.6845531
2631000000,9.6396236
2632000000,9.5787668
2633000000,9.5588512
2634000000,9.5450325
2635000000,9.5832548
2636000000,9.5886621
2637000000,9.5029545
2638000000,9.5245266
2639000000,9.5529633
2640000000,9.4147835
2641000000,9.4619894
2642000000,9.4661932
2643000000,9.4170761
2644000000,9.3487349
2645000000,9.3237686
2646000000,9.2542305
2647000000,9.1998758
2648000000,9.2275686
2649000000,9.151104
2650000000,9.1415806
2651000000,9.1751757
2652000000,9.0801487
2653000000,9.111618
2654000000,8.963809
2655000000,9.0712967
2656000000,8.9926643
2657000000,9.0660334
2658000000,8.9387817
2659000000,8.9465427
2660000000,8.9015474
2661000000,8.8621321
2662000000,8.795557
2663000000,8.8210449
2664000000,8.776474
2665000000,8.7323732
2666000000,8.7430716
2667000000,8.6786203
2668000000,8.7480965
2669000000,8.6474333
2670000000,8.5975876
2671000000,8.6067162
2672000000,8.6187563
2673000000,8.6152849
2674000000,8.5245638
2675000000,8.5905704
2676000000,8.5411892
2677000000,8.5770521
2678000000,8.5002699
2679000000,8.5644178
2680000000,8.553998
2681000000,8.5160227
2682000000,8.5373678
2683000000,8.5755968
2684000000,8.5691423
2685000000,8.5657158
2686000000,8.6171331
2687000000,8.6533422
2688000000,8.7205114
2689000000,8.6324282
2690000000,8.7637377
2691000000,8.7329102
2692000000,8.7373018
2693000000,8.7765656
2694000000,8.6809874
2695000000,8.8489208
2696000000,8.9485331
2697000000,8.8272228
2698000000,8.9567213
2699000000,8.9868135
2700000000,9.0772648
2701000000,9.0892887
2702000000,9.129775
2703000000,9.1901531
2704000000,9.3763008
2705000000,9.2851686
2706000000,9.4066324
2707000000,9.4833193
2708000000,9.5464325
2709000000,9.4703932
2710000000,9.6486702
2711000000,9.6666365
2712000000,9.6495476
2713000000,9.7227993
2714000000,9.7816668
2715000000,9.7889452
2716000000,9.8455791
2717000000,9.9906969
2718000000,9.9511805
2719000000,9.9045286
2720000000,10.079398
2721000000,10.052539
2722000000,10.053336
2723000000,10.137237
2724000000,10.092515
2725000000,9.9961042
2726000000,10.229492
2727000000,10.116498
2728000000,10.252591
2729000000,10.190283
2730000000,10.378128
2731000000,10.273524
2732000000,10.371744
2733000000,10.359584
2734000000,10.392387
2735000000,10.45019
2736000000,10.449057
2737000000,10.44328
2738000000,10.569035
2739000000,10.491755
2740000000,10.598714
2741000000,10.595257
2742000000,10.715018
2743000000,10.813098
2744000000,10.670575
2745000000,10.676713
2746000000,10.74351
2747000000,10.675972
2748000000,10.767342
2749000000,10.756386
2750000000,10.816755
2751000000,10.793303
2752000000,10.861254
2753000000,10.748946
2754000000,10.631983
2755000000,10.687284
2756000000,10.632755
2757000000,10.640838
2758000000,10.591583
2759000000,10.621708
2760000000,10.515272
2761000000,10.533787
2762000000,10.528816
2763000000,10.394487
2764000000,10.430964
