!CSV A.01.01
!Agilent Technologies,E8361C,US48110120,A.09.42.22
!Agilent E8361C: A.09.42.22
!Date: Wednesday, February 24, 2016 17:07:17
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11 SWR(U)
4049000000,3.4309397
4050000000,3.4550855
4051000000,3.4796264
4052000000,3.5022089
4053000000,3.5183311
4054000000,3.5346813
4055000000,3.5579257
4056000000,3.5840242
4057000000,3.5968268
4058000000,3.6118104
4059000000,3.6325989
4060000000,3.6493511
4061000000,3.6620879
4062000000,3.6994483
4063000000,3.6999228
4064000000,3.7029061
4065000000,3.7247269
4066000000,3.7268541
4067000000,3.7443287
4068000000,3.7579355
4069000000,3.7587979
4070000000,3.7586644
4071000000,3.7669256
4072000000,3.7585258
4073000000,3.776195
4074000000,3.7677815
4075000000,3.7715507
4076000000,3.7627497
4077000000,3.7822003
4078000000,3.7595937
4079000000,3.7776451
4080000000,3.7760859
4081000000,3.7710879
4082000000,3.7633681
4083000000,3.767319
4084000000,3.7566521
4085000000,3.7632222
4086000000,3.7666438
4087000000,3.7594583
4088000000,3.7540119
4089000000,3.765645
4090000000,3.7479277
4091000000,3.768353
4092000000,3.7488358
4093000000,3.757334
4094000000,3.7428071
4095000000,3.763124
4096000000,3.7468998
4097000000,3.7329493
4098000000,3.7151146
4099000000,3.7378104
4100000000,3.7187808
4101000000,3.7081358
4102000000,3.6891663
4103000000,3.6620204
4104000000,3.6618943
4105000000,3.6535604
4106000000,3.6303158
4107000000,3.6176004
4108000000,3.6127715
4109000000,3.5875144
4110000000,3.5642312
4111000000,3.5585542
4112000000,3.5350237
4113000000,3.5205438
4114000000,3.5215147
4115000000,3.4822943
4116000000,3.4562459
4117000000,3.4409094
4118000000,3.415251
4119000000,3.4061368
4120000000,3.3810689
4121000000,3.3713367
4122000000,3.3418033
4123000000,3.3250294
4124000000,3.3126593
4125000000,3.2734609
4126000000,3.2706027
4127000000,3.2367496
4128000000,3.2203014
4129000000,3.2022693
4130000000,3.1927884
4131000000,3.1872861
4132000000,3.1729059
4133000000,3.1523981
4134000000,3.1470656
4135000000,3.1304867
4136000000,3.115063
4137000000,3.1061158
4138000000,3.1114981
4139000000,3.0962248
4140000000,3.0844438
4141000000,3.0877638
4142000000,3.0834222
4143000000,3.0696857
4144000000,3.063283
4145000000,3.042907
4146000000,3.0439317
4147000000,3.0280056
4148000000,3.0202279
4149000000,3.0120497
4150000000,3.0007198
4151000000,3.0029073
4152000000,2.9992468
4153000000,2.9858034
4154000000,2.9879286
4155000000,2.9758084
4156000000,2.9765213
4157000000,2.9743598
4158000000,2.9621549
4159000000,2.9587791
4160000000,2.971292
4161000000,2.9738195
4162000000,2.9794383
4163000000,2.9737985
4164000000,2.9783788
4165000000,2.9765439
4166000000,2.9760945
4167000000,2.9807503
4168000000,2.9945092
4169000000,2.9987161
4170000000,3.0213802
4171000000,3.0186284
4172000000,3.023773
4173000000,3.0338783
4174000000,3.0481977
4175000000,3.0586555
4176000000,3.0671859
4177000000,3.0731094
4178000000,3.0950959
4179000000,3.0961287
4180000000,3.114954
4181000000,3.12887
4182000000,3.1399992
4183000000,3.1614304
4184000000,3.1726048
4185000000,3.1755676
4186000000,3.1914845
4187000000,3.2153885
4188000000,3.2277038
4189000000,3.2301788
4190000000,3.2357509
4191000000,3.2495952
4192000000,3.2644725
4193000000,3.2678661
4194000000,3.2838383
4195000000,3.2882249
4196000000,3.3128505
4197000000,3.3276532
4198000000,3.3206894
4199000000,3.3375869
4200000000,3.3497579
4201000000,3.366909
4202000000,3.3668442
4203000000,3.385407
4204000000,3.3982105
4205000000,3.4070735
4206000000,3.4185343
4207000000,3.4408014
4208000000,3.4377029
4209000000,3.459774
4210000000,3.4623914
4211000000,3.4873633
4212000000,3.4898722
4213000000,3.4878678
4214000000,3.5014043
4215000000,3.5057328
4216000000,3.510808
4217000000,3.5250669
4218000000,3.514123
4219000000,3.5399649
4220000000,3.5539696
4221000000,3.5460212
4222000000,3.5486696
4223000000,3.556571
4224000000,3.5398238
4225000000,3.5515482
4226000000,3.5375705
4227000000,3.5421882
4228000000,3.5350151
4229000000,3.5359757
4230000000,3.5293047
4231000000,3.5231974
4232000000,3.5266387
4233000000,3.5191479
4234000000,3.5222895
4235000000,3.509619
4236000000,3.5089824
4237000000,3.5034621
4238000000,3.4945245
4239000000,3.4830923
4240000000,3.4806759
4241000000,3.4803007
4242000000,3.4719424
4243000000,3.4524994
4244000000,3.4485879
4245000000,3.4424188
4246000000,3.4249876
4247000000,3.416311
4248000000,3.3899343
4249000000,3.3897712
4250000000,3.3716466
4251000000,3.358659
4252000000,3.3515599
4253000000,3.3350468
4254000000,3.3144083
4255000000,3.3063087
4256000000,3.3003299
4257000000,3.2803202
4258000000,3.2705495
4259000000,3.2699938
4260000000,3.2473035
4261000000,3.2301137
4262000000,3.2331939
4263000000,3.2115667
4264000000,3.214005
4265000000,3.1939242
4266000000,3.1814587
4267000000,3.1631131
4268000000,3.1701577
4269000000,3.1506135
4270000000,3.1365423
4271000000,3.137713
4272000000,3.1212425
4273000000,3.1143687
4274000000,3.0934443
4275000000,3.1042628
4276000000,3.0812249
4277000000,3.0614369
4278000000,3.0534339
4279000000,3.0578165
4280000000,3.0395334
4281000000,3.0498774
4282000000,3.0337508
4283000000,3.0455561
4284000000,3.0247853
4285000000,3.0371325
4286000000,3.0288491
4287000000,3.0191257
4288000000,3.0148082
4289000000,3.0146692
4290000000,3.0162075
4291000000,3.0047793
4292000000,3.0113163
4293000000,2.9951143
4294000000,3.0212204
4295000000,2.9952905
4296000000,2.999938
4297000000,3.0119066
4298000000,3.0071881
4299000000,3.0157344
4300000000,3.0167966
4301000000,3.0050285
4302000000,3.0132611
4303000000,3.0212591
4304000000,3.0037153
4305000000,3.0200024
4306000000,3.0188713
4307000000,3.0296516
4308000000,3.0307996
4309000000,3.0311768
4310000000,3.0455973
4311000000,3.0443115
4312000000,3.0553622
4313000000,3.0533445
4314000000,3.063503
4315000000,3.0593102
4316000000,3.0610251
4317000000,3.0632887
4318000000,3.0636053
4319000000,3.0542347
4320000000,3.0706809
4321000000,3.0764265
4322000000,3.0742304
4323000000,3.1011198
4324000000,3.089642
4325000000,3.1014681
4326000000,3.1009817
4327000000,3.1069155
4328000000,3.0948424
4329000000,3.1215317
4330000000,3.1140459
4331000000,3.1217878
4332000000,3.1224711
4333000000,3.125138
4334000000,3.1342096
4335000000,3.142041
4336000000,3.1507695
4337000000,3.1501954
4338000000,3.1764123
4339000000,3.1767857
4340000000,3.1655867
4341000000,3.1863103
4342000000,3.1857929
4343000000,3.2136488
4344000000,3.1945179
4345000000,3.2054698
4346000000,3.2018325
4347000000,3.2246089
4348000000,3.2277536
4349000000,3.227334
4350000000,3.222872
4351000000,3.2320421
4352000000,3.2402692
4353000000,3.2365129
4354000000,3.2257252
4355000000,3.2317729
4356000000,3.2385974
4357000000,3.2251666
4358000000,3.204226
4359000000,3.2178257
4360000000,3.2081783
4361000000,3.1933515
4362000000,3.1890726
4363000000,3.1662657
4364000000,3.1711969
4365000000,3.1495073
4366000000,3.1459389
4367000000,3.123702
4368000000,3.1285408
4369000000,3.1300387
4370000000,3.108923
4371000000,3.0852232
4372000000,3.0863552
4373000000,3.0713472
4374000000,3.0755205
4375000000,3.0483975
4376000000,3.0477197
4377000000,3.036798
4378000000,3.0299191
4379000000,3.003114
4380000000,2.9910052
4381000000,2.9871795
4382000000,2.9919052
4383000000,2.9846177
4384000000,2.9572842
4385000000,2.9605608
4386000000,2.9515562
4387000000,2.957679
4388000000,2.9342961
4389000000,2.9236014
4390000000,2.9254096
4391000000,2.9036565
4392000000,2.9029117
4393000000,2.8897161
4394000000,2.8918028
4395000000,2.8654842
4396000000,2.8645425
4397000000,2.858691
4398000000,2.8449101
4399000000,2.8278153
4400000000,2.8259194
4401000000,2.811038
4402000000,2.8040435
4403000000,2.7891219
4404000000,2.7818444
4405000000,2.7744372
4406000000,2.7660961
4407000000,2.7491944
4408000000,2.7419071
4409000000,2.7306087
4410000000,2.7116654
4411000000,2.7136133
4412000000,2.7065861
4413000000,2.711148
4414000000,2.6920557
4415000000,2.6803668
4416000000,2.6944387
4417000000,2.6900606
4418000000,2.6900589
4419000000,2.6811285
4420000000,2.6829853
4421000000,2.6851158
4422000000,2.681242
4423000000,2.6852679
4424000000,2.6901138
4425000000,2.6993816
4426000000,2.6913037
4427000000,2.7139454
4428000000,2.7106061
4429000000,2.7152009
4430000000,2.713125
4431000000,2.725219
4432000000,2.7369709
4433000000,2.7419016
4434000000,2.7510538
4435000000,2.7659795
4436000000,2.7750561
4437000000,2.784276
4438000000,2.8004496
4439000000,2.8063056
4440000000,2.8228683
4441000000,2.8411381
4442000000,2.8419666
4443000000,2.8587523
4444000000,2.8672247
4445000000,2.8809569
4446000000,2.8919768
4447000000,2.9081671
4448000000,2.9258981
4449000000,2.9369662
4450000000,2.9503946
4451000000,2.9750593
4452000000,2.9808311
4453000000,2.9974387
4454000000,3.0188537
4455000000,3.0278647
4456000000,3.0632808
4457000000,3.0686409
4458000000,3.1084893
4459000000,3.1128099
4460000000,3.1259995
4461000000,3.1433797
4462000000,3.1725061
4463000000,3.2027354
4464000000,3.2088563
4465000000,3.2262356
4466000000,3.2465255
4467000000,3.2956724
4468000000,3.2835982
4469000000,3.3289185
4470000000,3.3337269
4471000000,3.3508267
4472000000,3.3632903
4473000000,3.3957777
4474000000,3.4275978
4475000000,3.4335999
4476000000,3.4378538
4477000000,3.4740996
4478000000,3.4857364
4479000000,3.4940817
4480000000,3.5270579
4481000000,3.5205443
4482000000,3.5571351
4483000000,3.5671968
4484000000,3.5592301
4485000000,3.5947309
4486000000,3.57932
4487000000,3.6184616
4488000000,3.5871024
4489000000,3.6047525
4490000000,3.6278758
4491000000,3.6514237
4492000000,3.641561
4493000000,3.6466622
4494000000,3.6568577
4495000000,3.6482046
4496000000,3.6472011
4497000000,3.6484308
4498000000,3.6664119
4499000000,3.6608791
4500000000,3.685535
END

