Freq [GHz],"dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'","dB(S(1,1)) [] - end_t='0.01'","dB(S(1,1)) [] - end_t='0.025'","dB(S(1,1)) [] - end_t='0.2'","dB(S(1,1)) [] - end_t='0.4'","dB(S(1,1)) [] - end_t='0.6'","dB(S(1,1)) [] - end_t='0.8'","dB(S(1,1)) [] - end_t='1'","dB(S(1,1)) [] - end_t='1.2'","dB(S(1,1)) [] - end_t='1.4'","dB(S(1,1)) [] - end_t='1.6'","dB(S(1,1)) [] - end_t='1.8'","dB(S(1,1)) [] - end_t='2'","dB(S(1,1)) [] - end_t='2.2'","dB(S(1,1)) [] - end_t='2.4'","dB(S(1,1)) [] - end_t='2.6'"
2.643,-0.837625332,-0.860741419,-1.860472605,-18.62662668,-3.091235004,-1.224962155,-0.65786341,-0.581865832,-2.128705535,-0.718867429,-2.435632621,-2.541243244,-3.49310837,-3.281689988,-1.742106146,,,,,,,,,,,,,,,
2.644,-0.839522175,-0.862437918,-1.866142334,-18.78190796,-3.082891182,-1.223815486,-0.657547351,-0.582302528,-2.119578269,-0.718611814,-2.429382426,-2.54739617,-3.544678352,-3.32869744,-1.743161082,,,,,,,,,,,,,,,
2.645,-0.841426493,-0.864139027,-1.87183799,-18.93983502,-3.074584942,-1.222678782,-0.657231403,-0.582743326,-2.110632672,-0.718362111,-2.42319081,-2.553551662,-3.596929385,-3.376438767,-1.744357713,,,,,,,,,,,,,,,
2.646,-0.843338307,-0.865844777,-1.87755971,-19.10049236,-3.06631609,-1.221551991,-0.656915553,-0.583188259,-2.101864418,-0.718118359,-2.417057339,-2.559709593,-3.649852241,-3.424911378,-1.745698749,,,,,,,,,,,,,,,
2.647,-0.845257637,-0.867555201,-1.883307629,-19.26396832,-3.058084437,-1.220435062,-0.656599785,-0.583637359,-2.093269291,-0.717880599,-2.410981586,-2.565869839,-3.70343633,-3.474111611,-1.747186923,,,,,,,,,,,,,,,
2.648,-0.847184502,-0.869270329,-1.889081887,-19.43035527,-3.049889795,-1.219327942,-0.656284088,-0.584090661,-2.084843186,-0.71764887,-2.404963122,-2.572032272,-3.757669635,-3.524034667,-1.748824995,,,,,,,,,,,,,,,
2.649,-0.849118922,-0.870990193,-1.89488262,-19.59974985,-3.04173198,-1.218230581,-0.655968448,-0.584548198,-2.076582103,-0.717423217,-2.399001523,-2.578196767,-3.812538646,-3.574674541,-1.750615754,,,,,,,,,,,,,,,
2.65,-0.851060919,-0.872714824,-1.900709966,-19.77225312,-3.033610808,-1.217142926,-0.655652852,-0.585010006,-2.068482144,-0.717203682,-2.393096369,-2.584363195,-3.868028291,-3.626023953,-1.752562025,,,,,,,,,,,,,,,
2.651,-0.85301051,-0.874444257,-1.906564066,-19.94797087,-3.025526102,-1.216064926,-0.655337286,-0.585476118,-2.060539513,-0.716990313,-2.387247242,-2.59053143,-3.92412187,-3.678074275,-1.754666668,,,,,,,,,,,,,,,
2.652,-0.854967718,-0.876178522,-1.912445058,-20.12701379,-3.017477683,-1.214996529,-0.655021738,-0.58594657,-2.052750508,-0.716783157,-2.381453727,-2.596701344,-3.980800982,-3.730815453,-1.756932582,,,,,,,,,,,,,,,
2.653,-0.856932562,-0.877917653,-1.918353082,-20.30949774,-3.009465376,-1.213937684,-0.654706194,-0.586421396,-2.045111523,-0.716582261,-2.375715412,-2.60287281,-4.038045463,-3.78423594,-1.75936271,,,,,,,,,,,,,,,
2.654,-0.858905062,-0.879661682,-1.924288278,-20.49554403,-3.001489011,-1.212888337,-0.654390643,-0.586900633,-2.037619043,-0.716387677,-2.37003189,-2.609045697,-4.095833319,-3.838322609,-1.761960041,,,,,,,,,,,,,,,
2.655,-0.860885238,-0.881410644,-1.930250787,-20.68527958,-2.993548417,-1.211848438,-0.654075072,-0.587384317,-2.030269642,-0.716199457,-2.364402756,-2.615219879,-4.154140656,-3.893060681,-1.764727615,,,,,,,,,,,,,,,
2.656,-0.862873111,-0.883164572,-1.93624075,-20.87883726,-2.985643427,-1.210817936,-0.653759468,-0.587872483,-2.023059979,-0.716017653,-2.35882761,-2.621395224,-4.212941622,-3.948433645,-1.767668523,,,,,,,,,,,,,,,
2.657,-0.864868701,-0.8849235,-1.942258309,-21.07635606,-2.977773877,-1.209796777,-0.653443819,-0.588365169,-2.015986798,-0.715842321,-2.353306054,-2.627571605,-4.272208342,-4.004423173,-1.770785915,,,,,,,,,,,,,,,
2.658,-0.866872029,-0.886687462,-1.948303607,-21.27798136,-2.969939605,-1.20878491,-0.653128112,-0.588862411,-2.009046923,-0.715673518,-2.347837694,-2.633748889,-4.33191086,-4.061009048,-1.774083,,,,,,,,,,,,,,,
2.659,-0.868883115,-0.888456492,-1.954376785,-21.48386513,-2.962140451,-1.207782284,-0.652812337,-0.589364247,-2.002237259,-0.715511301,-2.342422143,-2.639926948,-4.392017086,-4.118169074,-1.777563052,,,,,,,,,,,,,,,
2.66,-0.870901978,-0.890230626,-1.960477988,-21.69416609,-2.954376257,-1.206788846,-0.652496479,-0.589870715,-1.995554786,-0.715355731,-2.337059014,-2.646105651,-4.452492742,-4.175879007,-1.78122941,,,,,,,,,,,,,,,
2.661,-0.872928641,-0.892009899,-1.966607358,-21.90904988,-2.946646869,-1.205804545,-0.652180529,-0.590381852,-1.98899656,-0.715206868,-2.331747926,-2.652284865,-4.513301317,-4.234112466,-1.785085488,,,,,,,,,,,,,,,
2.662,-0.874963123,-0.893794345,-1.972765039,-22.12868909,-2.938952135,-1.20482933,-0.651864474,-0.590897697,-1.982559708,-0.715064775,-2.326488501,-2.658464459,-4.574404028,-4.292840865,-1.789134773,,,,,,,,,,,,,,,
2.663,-0.877005445,-0.895584001,-1.978951177,-22.35326333,-2.931291904,-1.203863147,-0.651548303,-0.591418289,-1.976241429,-0.714929518,-2.321280368,-2.664644301,-4.635759782,-4.352033332,-1.793380831,,,,,,,,,,,,,,,
2.664,-0.879055628,-0.897378902,-1.985165915,-22.58295903,-2.923666029,-1.202905946,-0.651232004,-0.591943667,-1.970038989,-0.714801163,-2.316123156,-2.670824259,-4.697325152,-4.411656642,-1.797827312,,,,,,,,,,,,,,,
2.665,-0.881113692,-0.899179085,-1.9914094,-22.81796926,-2.916074364,-1.201957674,-0.650915566,-0.592473871,-1.963949722,-0.714679777,-2.311016501,-2.677004199,-4.759054358,-4.471675144,-1.802477952,,,,,,,,,,,,,,,
2.666,-0.883179658,-0.900984586,-1.997681776,-23.05849326,-2.908516766,-1.201018281,-0.650598978,-0.59300894,-1.957971026,-0.714565429,-2.305960044,-2.683183987,-4.820899254,-4.532050702,-1.80733658,,,,,,,,,,,,,,,
2.667,-0.885253547,-0.902795442,-2.003983191,-23.30473574,-2.900993095,-1.200087713,-0.650282229,-0.593548915,-1.952100363,-0.714458193,-2.300953429,-2.68936349,-4.882809332,-4.592742637,-1.812407119,,,,,,,,,,,,,,,
2.668,-0.88733538,-0.90461169,-2.010313791,-23.55690592,-2.893503211,-1.19916592,-0.649965308,-0.594093836,-1.946335254,-0.714358139,-2.295996304,-2.695542574,-4.944731728,-4.653707671,-1.817693592,,,,,,,,,,,,,,,
2.669,-0.889425178,-0.906433367,-2.016673723,-23.81521607,-2.886046979,-1.19825285,-0.649648204,-0.594643744,-1.940673283,-0.714265343,-2.291088322,-2.701721102,-5.006611252,-4.714899887,-1.823200126,,,,,,,,,,,,,,,
2.67,-0.891522961,-0.908260511,-2.023063134,-24.0798796,-2.878624264,-1.197348451,-0.649330908,-0.595198682,-1.935112089,-0.714179882,-2.286229143,-2.707898941,-5.068390415,-4.776270692,-1.828930957,,,,,,,,,,,,,,,
2.671,-0.893628751,-0.91009316,-2.029482173,-24.35110842,-2.871234935,-1.196452671,-0.649013408,-0.59575869,-1.929649368,-0.714101834,-2.281418427,-2.714075953,-5.130009488,-4.83776879,-1.834890436,,,,,,,,,,,,,,,
2.672,-0.895742569,-0.911931352,-2.035930988,-24.62910945,-2.863878862,-1.195565459,-0.648695695,-0.596323811,-1.924282873,-0.714031278,-2.276655843,-2.720252003,-5.191406559,-4.89934017,-1.841083028,,,,,,,,,,,,,,,
2.673,-0.897864435,-0.913775126,-2.042409727,-24.91408,-2.856555918,-1.194686764,-0.648377758,-0.596894088,-1.919010407,-0.713968296,-2.271941063,-2.726426953,-5.252517618,-4.960928097,-1.847513325,,,,,,,,,,,,,,,
2.674,-0.899994372,-0.91562452,-2.04891854,-25.20620174,-2.849265978,-1.193816533,-0.648059587,-0.597469563,-1.913829828,-0.713912972,-2.267273762,-2.732600667,-5.313276651,-5.022473129,-1.854186043,,,,,,,,,,,,,,,
2.675,-0.9021324,-0.917479573,-2.055457577,-25.50563283,-2.842008917,-1.192954715,-0.647741173,-0.598050281,-1.908739041,-0.713865391,-2.262653623,-2.738773006,-5.373615758,-5.08391314,-1.861106034,,,,,,,,,,,,,,,
2.676,-0.904278541,-0.919340324,-2.062026987,-25.81249771,-2.834784616,-1.192101259,-0.647422507,-0.598636284,-1.903736005,-0.71382564,-2.258080331,-2.744943831,-5.433465282,-5.145183358,-1.868278285,,,,,,,,,,,,,,,
2.677,-0.906432815,-0.921206814,-2.06862692,-26.12687407,-2.827592956,-1.191256114,-0.647103578,-0.599227617,-1.898818722,-0.713793807,-2.253553579,-2.751113004,-5.49275396,-5.206216427,-1.87570793,,,,,,,,,,,,,,,
2.678,-0.908595246,-0.923079082,-2.075257528,-26.44877596,-2.82043382,-1.190419227,-0.646784378,-0.599824326,-1.893985244,-0.713769985,-2.249073062,-2.757280385,-5.551409098,-5.266942484,-1.883400247,,,,,,,,,,,,,,,
2.679,-0.910765853,-0.924957168,-2.081918962,-26.77813245,-2.813307093,-1.189590548,-0.646464897,-0.600426454,-1.889233666,-0.713754265,-2.24463848,-2.763445835,-5.609356754,-5.327289254,-1.891360672,,,,,,,,,,,,,,,
2.68,-0.912944658,-0.926841113,-2.088611373,-27.11476039,-2.806212662,-1.188770026,-0.646145128,-0.601034048,-1.88456213,-0.713746741,-2.24024954,-2.769609212,-5.666521948,-5.387182172,-1.899594799,,,,,,,,,,,,,,,
2.681,-0.915131684,-0.928730958,-2.095334913,-27.45833027,-2.799150418,-1.187957609,-0.645825059,-0.601647153,-1.879968818,-0.71374751,-2.235905952,-2.775770375,-5.722828893,-5.446544518,-1.908108388,,,,,,,,,,,,,,,
2.682,-0.917326951,-0.930626743,-2.102089735,-27.80832348,-2.792120251,-1.187153245,-0.645504685,-0.602265817,-1.875451956,-0.713756671,-2.231607432,-2.781929182,-5.778201236,-5.505297584,-1.916907373,,,,,,,,,,,,,,,
2.683,-0.919530482,-0.93252851,-2.10887599,-28.16397968,-2.785122055,-1.186356885,-0.645183995,-0.602890085,-1.871009809,-0.713774322,-2.227353702,-2.788085492,-5.832562325,-5.563360862,-1.925997862,,,,,,,,,,,,,,,
2.684,-0.921742298,-0.9344363,-2.115693833,-28.52423274,-2.778155725,-1.185568476,-0.644862983,-0.603520006,-1.866640684,-0.713800567,-2.223144486,-2.79423916,-5.885835488,-5.620652249,-1.93538615,,,,,,,,,,,,,,,
2.685,-0.923962421,-0.936350156,-2.122543417,-28.88763461,-2.771221159,-1.184787968,-0.644541639,-0.604155626,-1.862342925,-0.71383551,-2.218979516,-2.800390044,-5.93794433,-5.677088291,-1.945078722,,,,,,,,,,,,,,,
2.686,-0.926190873,-0.938270119,-2.129424895,-29.25226725,-2.764318257,-1.18401531,-0.644219956,-0.604796995,-1.858114913,-0.713879255,-2.214858526,-2.806538,-5.988813042,-5.732584438,-1.955082262,,,,,,,,,,,,,,,
2.687,-0.928427677,-0.940196232,-2.136338422,-29.61564518,-2.757446919,-1.183250451,-0.643897927,-0.60544416,-1.853955068,-0.713931912,-2.21078126,-2.812682882,-6.038366724,-5.787055331,-1.965403654,,,,,,,,,,,,,,,
2.688,-0.930672853,-0.942128537,-2.143284152,-29.97461438,-2.750607048,-1.18249334,-0.643575544,-0.606097172,-1.849861844,-0.713993589,-2.206747461,-2.818824546,-6.086531718,-5.840415106,-1.976049999,,,,,,,,,,,,,,,
2.689,-0.932926425,-0.944067078,-2.150262239,-30.32525876,-2.74379855,-1.181743926,-0.643252799,-0.606756079,-1.845833731,-0.714064399,-2.202756881,-2.824962845,-6.133235946,-5.892577732,-1.987028611,,,,,,,,,,,,,,,
2.69,-0.935188414,-0.946011898,-2.15727284,-30.66283218,-2.737021332,-1.18100216,-0.642929686,-0.607420932,-1.841869253,-0.714144456,-2.198809277,-2.831097633,-6.178409253,-5.943457356,-1.998347034,,,,,,,,,,,,,,,
2.691,-0.937458843,-0.947963041,-2.16431611,-30.98174237,-2.730275303,-1.180267989,-0.642606199,-0.608091782,-1.837966965,-0.714233875,-2.194904409,-2.837228762,-6.221983756,-5.992968679,-2.010013043,,,,,,,,,,,,,,,
2.692,-0.939737734,-0.94992055,-2.171392204,-31.2756203,-2.723560373,-1.179541364,-0.642282329,-0.608768679,-1.834125456,-0.714332775,-2.191042045,-2.843356084,-6.263894186,-6.04102734,-2.022034654,,,,,,,,,,,,,,,
2.693,-0.942025109,-0.95188447,-2.178501278,-31.53751106,-2.716876454,-1.178822234,-0.641958072,-0.609451675,-1.830343348,-0.714441275,-2.187221954,-2.849479452,-6.304078228,-6.087550322,-2.034420134,,,,,,,,,,,,,,,
2.694,-0.944320992,-0.953854844,-2.18564349,-31.76021442,-2.710223462,-1.178110549,-0.64163342,-0.610140823,-1.82661929,-0.714559497,-2.183443914,-2.855598715,-6.342476852,-6.132456364,-2.047178005,,,,,,,,,,,,,,,
2.695,-0.946625404,-0.955831718,-2.192818995,-31.93677909,-2.703601311,-1.177406259,-0.641308367,-0.610836174,-1.822951965,-0.714687566,-2.179707707,-2.861713724,-6.379034631,-6.175666382,-2.060317058,,,,,,,,,,,,,,,
2.696,-0.948938368,-0.957815137,-2.200027952,-32.06111398,-2.697009921,-1.176709313,-0.640982909,-0.611537782,-1.819340081,-0.714825608,-2.176013119,-2.867824328,-6.413700046,-6.217103896,-2.073846354,,,,,,,,,,,,,,,
2.697,-0.951259908,-0.959805145,-2.207270517,-32.1286303,-2.690449209,-1.176019662,-0.640657038,-0.612245701,-1.815782378,-0.71497375,-2.172359942,-2.873930376,-6.446425769,-6.256695453,-2.087775239,,,,,,,,,,,,,,,
2.698,-0.953590045,-0.961801789,-2.214546848,-32.13679009,-2.683919099,-1.175337255,-0.64033075,-0.612959984,-1.812277621,-0.715132124,-2.168747973,-2.880031715,-6.477168925,-6.294371049,-2.102113353,,,,,,,,,,,,,,,
2.699,-0.955928802,-0.963805115,-2.221857104,-32.08543331,-2.677419512,-1.174662042,-0.64000404,-0.613680687,-1.808824604,-0.715300862,-2.165177015,-2.886128194,-6.505891329,-6.330064537,-2.116870633,,,,,,,,,,,,,,,
2.7,-0.958276203,-0.965815167,-2.229201442,-31.97679904,-2.670950373,-1.173993973,-0.639676902,-0.614407865,-1.805422147,-0.7154801,-2.161646873,-2.892219658,-6.532559692,-6.363714025,-2.132057331,,,,,,,,,,,,,,,
2.701,-0.960632271,-0.967831993,-2.236580021,-31.81523504,-2.664511609,-1.173333,-0.639349332,-0.615141573,-1.802069094,-0.715669973,-2.158157362,-2.898305954,-6.557145799,-6.395262253,-2.147684016,,,,,,,,,,,,,,,
2.702,-0.962997028,-0.96985564,-2.243993,-31.6066714,-2.658103148,-1.172679071,-0.639021325,-0.615881867,-1.798764318,-0.715870621,-2.154708297,-2.904386926,-6.579626654,-6.424656945,-2.163761589,,,,,,,,,,,,,,,
2.703,-0.965370499,-0.971886154,-2.251440539,-31.35798309,-2.651724919,-1.172032138,-0.638692878,-0.616628806,-1.795506711,-0.716082185,-2.151299502,-2.910462419,-6.599984584,-6.451851137,-2.180301291,,,,,,,,,,,,,,,
2.704,-0.967752705,-0.973923583,-2.258922796,-31.07636875,-2.645376853,-1.171392151,-0.638363985,-0.617382445,-1.792295194,-0.71630481,-2.147930804,-2.916532276,-6.618207311,-6.476803464,-2.197314713,,,,,,,,,,,,,,,
2.705,-0.970143671,-0.975967974,-2.266439932,-30.76883796,-2.639058884,-1.170759061,-0.638034643,-0.618142843,-1.789128708,-0.716538641,-2.144602036,-2.922596341,-6.63428799,-6.49947842,-2.214813807,,,,,,,,,,,,,,,
2.706,-0.972543419,-0.978019374,-2.273992106,-30.44185008,-2.632770945,-1.170132819,-0.637704848,-0.618910059,-1.786006219,-0.716783825,-2.141313036,-2.928654455,-6.648225203,-6.519846571,-2.232810897,,,,,,,,,,,,,,,
2.707,-0.974951974,-0.980077833,-2.281579479,-30.10110507,-2.626512973,-1.169513375,-0.637374598,-0.619684152,-1.782926713,-0.717040514,-2.138063646,-2.934706459,-6.660022915,-6.537884726,-2.251318689,,,,,,,,,,,,,,,
2.708,-0.977369359,-0.982143397,-2.28920221,-29.75146016,-2.620284905,-1.16890068,-0.637043888,-0.620465181,-1.7798892,-0.717308861,-2.134853714,-2.940752194,-6.669690404,-6.553576063,-2.270350282,,,,,,,,,,,,,,,
2.709,-0.979795598,-0.984216117,-2.296860462,-29.39693684,-2.614086679,-1.168294686,-0.636712717,-0.621253208,-1.77689271,-0.717589019,-2.131683094,-2.9467915,-6.677242141,-6.566910212,-2.289919182,,,,,,,,,,,,,,,
2.71,-0.982230714,-0.98629604,-2.304554393,-29.04078368,-2.607918237,-1.167695344,-0.63638108,-0.622048292,-1.773936293,-0.717881148,-2.128551643,-2.952824215,-6.682697647,-6.577883276,-2.310039309,,,,,,,,,,,,,,,
2.711,-0.984674732,-0.988383216,-2.312284167,-28.68556776,-2.601779521,-1.167102604,-0.636048976,-0.622850495,-1.771019021,-0.718185406,-2.125459224,-2.958850178,-6.686081313,-6.586497823,-2.330725011,,,,,,,,,,,,,,,
2.712,-0.987127674,-0.990477694,-2.320049944,-28.33327549,-2.595670472,-1.166516419,-0.635716403,-0.62365988,-1.768139983,-0.718501955,-2.122405706,-2.964869225,-6.687422195,-6.592762812,-2.351991075,,,,,,,,,,,,,,,
2.713,-0.989589566,-0.992579525,-2.327851886,-27.98541097,-2.589591038,-1.165936741,-0.635383359,-0.624476509,-1.76529829,-0.718830961,-2.11939096,-2.970881193,-6.686753778,-6.596693481,-2.373852738,,,,,,,,,,,,,,,
2.714,-0.992060431,-0.994688757,-2.335690154,-27.64308554,-2.583541162,-1.165363519,-0.635049842,-0.625300447,-1.762493071,-0.71917259,-2.116414866,-2.976885917,-6.684113721,-6.598311189,-2.396325703,,,,,,,,,,,,,,,
2.715,-0.994540294,-0.996805441,-2.343564912,-27.30709545,-2.577520794,-1.164796708,-0.63471585,-0.626131756,-1.759723472,-0.719527011,-2.113477307,-2.982883232,-6.679543581,-6.597643213,-2.419426143,,,,,,,,,,,,,,,
2.716,-0.997029179,-0.998929628,-2.35147632,-26.97798751,-2.571529883,-1.164236257,-0.634381382,-0.626970501,-1.756988658,-0.719894397,-2.110578169,-2.988872972,-6.673088519,-6.594722509,-2.44317072,,,,,,,,,,,,,,,
2.717,-0.99952711,-1.001061369,-2.359424541,-26.65611317,-2.565568377,-1.16368212,-0.634046438,-0.627816749,-1.754287813,-0.720274921,-2.107717347,-2.994854969,-6.664796993,-6.589587433,-2.467576594,,,,,,,,,,,,,,,
2.718,-1.002034112,-1.003200714,-2.367409738,-26.3416724,-2.55963623,-1.163134249,-0.633711017,-0.628670565,-1.751620135,-0.720668761,-2.104894738,-3.000829056,-6.654720449,-6.582281431,-2.492661434,,,,,,,,,,,,,,,
2.719,-1.004550208,-1.005347715,-2.375432074,-26.03474895,-2.553733394,-1.162592595,-0.633375117,-0.629532015,-1.74898484,-0.721076096,-2.102110244,-3.006795064,-6.642912993,-6.572852706,-2.518443431,,,,,,,,,,,,,,,
2.72,-1.007075425,-1.007502423,-2.383491712,-25.73533833,-2.547859823,-1.162057112,-0.63303874,-0.630401168,-1.746381162,-0.721497107,-2.099363774,-3.012752822,-6.629431072,-6.561353857,-2.544941309,,,,,,,,,,,,,,,
2.721,-1.009609787,-1.009664891,-2.391588815,-25.44336996,-2.542015473,-1.161527752,-0.632701886,-0.63127809,-1.743808348,-0.721931981,-2.09665524,-3.018702159,-6.614333147,-6.547841499,-2.572174337,,,,,,,,,,,,,,,
2.722,-1.012153318,-1.011835169,-2.399723546,-25.15872446,-2.5362003,-1.161004467,-0.632364554,-0.632162852,-1.741265664,-0.722380902,-2.093984559,-3.024642905,-6.597679378,-6.532375876,-2.600162338,,,,,,,,,,,,,,,
2.723,-1.014706044,-1.014013312,-2.407896068,-24.88124726,-2.530414263,-1.16048721,-0.632026745,-0.633055522,-1.738752389,-0.722844061,-2.091351654,-3.030574886,-6.57953131,-6.515020458,-2.628925701,,,,,,,,,,,,,,,
2.724,-1.017267989,-1.016199371,-2.416106546,-24.61075908,-2.524657321,-1.159975935,-0.63168846,-0.633956171,-1.736267816,-0.723321651,-2.088756452,-3.036497929,-6.559951562,-6.49584154,-2.658485394,,,,,,,,,,,,,,,
2.725,-1.019839178,-1.0183934,-2.424355142,-24.34706405,-2.518929434,-1.159470595,-0.631349701,-0.63486487,-1.733811255,-0.723813866,-2.086198884,-3.04241186,-6.539003541,-6.474907834,-2.688862967,,,,,,,,,,,,,,,
2.726,-1.022419638,-1.020595451,-2.432642022,-24.08995603,-2.513230563,-1.158971142,-0.631010469,-0.635781689,-1.731382029,-0.724320904,-2.083678887,-3.048316501,-6.516751154,-6.452290072,-2.720080569,,,,,,,,,,,,,,,
2.727,-1.025009393,-1.022805577,-2.440967349,-23.83922333,-2.507560672,-1.15847753,-0.630670765,-0.636706703,-1.728979475,-0.724842966,-2.081196404,-3.054211678,-6.493258548,-6.428060615,-2.752160949,,,,,,,,,,,,,,,
2.728,-1.027608468,-1.025023834,-2.449331286,-23.59465237,-2.501919725,-1.157989713,-0.630330593,-0.637639983,-1.726602944,-0.725380253,-2.07875138,-3.060097213,-6.468589847,-6.402293067,-2.78512747,,,,,,,,,,,,,,,
2.729,-1.03021689,-1.027250274,-2.457733999,-23.3560304,-2.496307685,-1.157507644,-0.629989953,-0.638581604,-1.724251799,-0.725932973,-2.076343766,-3.065972926,-6.442808927,-6.375061913,-2.819004111,,,,,,,,,,,,,,,
2.73,-1.032834684,-1.029484952,-2.466175652,-23.1231475,-2.49072452,-1.157031278,-0.629648848,-0.63953164,-1.721925418,-0.726501333,-2.073973518,-3.071838638,-6.415979192,-6.346442166,-2.853815475,,,,,,,,,,,,,,,
2.731,-1.035461874,-1.031727922,-2.474656409,-22.89579812,-2.485170197,-1.156560567,-0.629307283,-0.640490166,-1.719623191,-0.727085546,-2.071640597,-3.077694169,-6.388163373,-6.316509036,-2.88958679,,,,,,,,,,,,,,,
2.732,-1.038098489,-1.033979239,-2.483176435,-22.67378203,-2.479644682,-1.156095467,-0.628965259,-0.64145726,-1.71734452,-0.727685825,-2.069344967,-3.083539337,-6.359423347,-6.285337619,-2.926343918,,,,,,,,,,,,,,,
2.733,-1.040744552,-1.036238958,-2.491735894,-22.45690514,-2.474147947,-1.155635931,-0.62862278,-0.642432998,-1.71508882,-0.728302387,-2.067086598,-3.08937396,-6.32981997,-6.253002604,-2.964113349,,,,,,,,,,,,,,,
2.734,-1.043400091,-1.038507134,-2.500334952,-22.24497991,-2.46867996,-1.155181914,-0.62827985,-0.643417458,-1.712855515,-0.728935453,-2.064865466,-3.095197853,-6.299412929,-6.21957801,-3.002922203,,,,,,,,,,,,,,,
2.735,-1.046065132,-1.040783823,-2.508973772,-22.03782565,-2.463240693,-1.154733371,-0.627936474,-0.644410718,-1.710644046,-0.729585245,-2.062681548,-3.101010831,-6.268260609,-6.18513694,-3.04279823,,,,,,,,,,,,,,,
2.736,-1.0487397,-1.04306908,-2.517652521,-21.83526863,-2.457830119,-1.154290256,-0.627592654,-0.645412858,-1.708453861,-0.730251989,-2.060534829,-3.106812709,-6.236419984,-6.149751357,-3.083769801,,,,,,,,,,,,,,,
2.737,-1.051423822,-1.045362962,-2.526371362,-21.63714212,-2.452448209,-1.153852525,-0.627248397,-0.646423958,-1.706284421,-0.730935914,-2.058425296,-3.1126033,-6.203946513,-6.113491888,-3.125865899,,,,,,,,,,,,,,,
2.738,-1.054117524,-1.047665524,-2.535130462,-21.44328628,-2.447094939,-1.153420132,-0.626903708,-0.6474441,-1.704135197,-0.731637251,-2.056352944,-3.118382415,-6.170894064,-6.076427651,-3.169116113,,,,,,,,,,,,,,,
2.739,-1.056820834,-1.049976823,-2.543929985,-21.25354808,-2.441770283,-1.152993032,-0.62655859,-0.648473365,-1.702005671,-0.732356236,-2.054317768,-3.124149866,-6.137314835,-6.038626096,-3.21355062,,,,,,,,,,,,,,,
2.74,-1.059533777,-1.052296917,-2.552770095,-21.06778108,-2.436474216,-1.152571181,-0.626213051,-0.649511837,-1.699895337,-0.733093106,-2.052319772,-3.129905462,-6.103259313,-6.000152876,-3.259200167,,,,,,,,,,,,,,,
2.741,-1.062256381,-1.054625861,-2.56165096,-20.88584528,-2.431206716,-1.152154535,-0.625867096,-0.650559598,-1.697803697,-0.733848102,-2.05035896,-3.13564901,-6.068776218,-5.961071738,-3.306096051,,,,,,,,,,,,,,,
2.742,-1.064988672,-1.056963713,-2.570572742,-20.70760682,-2.42596776,-1.151743048,-0.625520731,-0.651616735,-1.695730265,-0.734621468,-2.048435345,-3.14138032,-6.033912483,-5.921444425,-3.354270092,,,,,,,,,,,,,,,
2.743,-1.067730677,-1.059310531,-2.579535609,-20.5329378,-2.420757326,-1.151336678,-0.625173963,-0.652683332,-1.693674563,-0.735413452,-2.046548941,-3.147099196,-5.998713231,-5.881330606,-3.403754599,,,,,,,,,,,,,,,
2.744,-1.070482423,-1.061666371,-2.588539724,-20.36171602,-2.415575393,-1.15093538,-0.624826798,-0.653759475,-1.691636124,-0.736224303,-2.044699768,-3.152805444,-5.963221766,-5.84078782,-3.454582336,,,,,,,,,,,,,,,
2.745,-1.073243939,-1.064031293,-2.597585254,-20.19382472,-2.410421941,-1.150539111,-0.624479245,-0.654845253,-1.689614489,-0.737054275,-2.042887851,-3.158498868,-5.92747957,-5.799871431,-3.506786476,,,,,,,,,,,,,,,
2.746,-1.07601525,-1.066405355,-2.606672363,-20.02915233,-2.405296951,-1.150147826,-0.62413131,-0.655940753,-1.68760921,-0.737903625,-2.041113217,-3.16417927,-5.891526315,-5.758634603,-3.560400551,,,,,,,,,,,,,,,
